290,Wed,Середовище,Среда,Miércoles,2022-10-25 21:09:54,2022-10-25 21:09:54
291,Weep,Плакати,Плакать,Llorar,2022-10-25 21:09:54,2022-10-25 21:09:54
292,Glow,Світло,Свечение,Brillar,2022-10-25 21:09:54,2022-10-25 21:09:54
293,Wink,Підморгувати,Подмигивать,Guiñar,2022-10-25 21:09:54,2022-10-25 21:09:54
294,Greet,Вітати,Приветствовать,Saludar,2022-10-25 21:09:54,2022-10-25 21:09:54
295,Worry,Турбуватися,Беспокоиться,Preocuparse,2022-10-25 21:09:54,2022-10-25 21:09:54
296,Yell,Кричати,Кричать,Gritar,2022-10-25 21:09:54,2022-10-25 21:09:54
297,Ability,Здатність,Способность,Habilidad,2022-10-25 21:09:54,2022-10-25 21:09:54
298,Access,Доступ,Доступ,Acceso,2022-10-25 21:09:54,2022-10-25 21:09:54
299,Accident,Нещасний Випадок,Несчастный Случай,Accidente,2022-10-25 21:09:54,2023-03-06 13:20:14
300,Account,Обліковий Запис,Учетная Запись,Cuenta,2022-10-25 21:09:54,2023-03-06 13:20:14
301,Act,Дія,Действие,Acto,2022-10-25 21:09:54,2022-10-25 21:09:54
302,Action,Дія,Действие,Acción,2022-10-25 21:09:54,2022-10-25 21:09:54
303,Activity,Активність,Активность,Actividad,2022-10-25 21:09:54,2022-10-25 21:09:54
304,Actor,Актор,Актер,Actor,2022-10-25 21:09:54,2022-10-25 21:09:54
305,Ad,Оголошення,Объявление,Anuncio,2022-10-25 21:09:54,2022-10-25 21:09:54
306,Addition,Додаток,Дополнение,Adición,2022-10-25 21:09:54,2022-10-25 21:09:54
307,Address,Адреса,Адрес,Dirección,2022-10-25 21:09:54,2022-10-25 21:09:54
308,Administration,Адміністрація,Администрация,Administración,2022-10-25 21:09:54,2022-10-25 21:09:54
309,Advantage,Перевага,Преимущество,Ventajas,2022-10-25 21:09:54,2022-10-25 21:09:54
310,Advertising,Реклама,Реклама,Publicidad,2022-10-25 21:09:54,2022-10-25 21:09:54
311,Advice,Рада,Совет,Consejos,2022-10-25 21:09:54,2022-10-25 21:09:54
312,Affair,Справа,Дело,Asunto,2022-10-25 21:09:54,2022-10-25 21:09:54
313,Age,Вік,Возраст,Edad,2022-10-25 21:09:54,2022-10-25 21:09:54
314,Agency,Агентство,Агентство,Agencia,2022-10-25 21:09:54,2022-10-25 21:09:54
315,Agreement,Згода,Согласие Нт,Acuerdo Nt,2022-10-25 21:09:54,2023-03-06 13:17:25
316,Air,Повітря,Воздух,Aire,2022-10-25 21:09:54,2023-03-06 13:20:14
317,Airport,Аеропорт,Аэропорт,Aeropuerto,2022-10-25 21:09:54,2023-03-06 13:20:14
318,Alcohol,Алкоголь,Алкоголь,Alcohol,2022-10-25 21:09:54,2023-03-06 13:20:14
319,Ambition,Амбіції,Амбиции,Ambición,2022-10-25 21:09:54,2023-03-06 13:20:14
320,Amount,Сума,Сумма,Cantidad,2022-10-25 21:09:54,2023-03-06 13:20:14
321,Analysis,Аналіз,Анализ,Análisis,2022-10-25 21:09:54,2023-03-06 13:20:14
322,Analyst,Аналітик,Аналитик,Analista,2022-10-25 21:09:54,2023-03-06 13:20:14
323,Animal,Тварина,Животное,Animal,2022-10-25 21:09:54,2023-03-06 13:20:14
324,Anxiety,Тривога,Тревога,Ansiedad,2022-10-25 21:09:54,2023-03-06 13:20:14
325,Apartment,Квартира,Квартира,Apartamento,2022-10-25 21:09:54,2023-03-06 13:20:14
326,Appearance,Зовнішній Вигляд,Внешний Вид,Apariencia,2022-10-25 21:09:54,2023-03-06 13:20:14
327,Apple,Яблуко,Яблоко,Apple,2022-10-25 21:09:54,2023-03-06 13:20:14
328,Application,Додаток,Приложение,Aplicación,2022-10-25 21:09:54,2023-03-06 13:20:14
329,Appointment,Призначення,Назначение,Cita,2022-10-25 21:09:54,2023-03-06 13:20:14
330,Area,Площа,Площадь,Área,2022-10-25 21:09:54,2023-03-06 13:20:15
331,Argument,Аргумент,Аргумент,Argumento,2022-10-25 21:09:54,2023-03-06 13:20:15
332,Army,Армія,Армия,Ejército,2022-10-25 21:09:54,2023-03-06 13:20:15
333,Arrival,Прибуття,Прибытие,Llegada,2022-10-25 21:09:54,2023-03-06 13:20:15
334,Art,Мистецтво,Искусство,Arte,2022-10-25 21:09:54,2023-03-06 13:20:15
335,Article,Стаття,Статья,Artículo,2022-10-25 21:09:54,2023-03-06 13:20:15
336,Aspect,Аспект,Аспект,Aspecto,2022-10-25 21:09:54,2023-03-06 13:20:15
337,Assignment,Призначення,Назначение,Asignación,2022-10-25 21:09:54,2023-03-06 13:20:15
338,Assistance,Допомога,Помощь,Asistencia,2022-10-25 21:09:54,2023-03-06 13:20:15
339,Assistant,Помічник,Помощник,Asistente,2022-10-25 21:09:54,2023-03-06 13:20:15
340,Association,Асоціація,Ассоциация,Asociación,2022-10-25 21:09:54,2022-10-25 21:09:54
341,Assumption,Припущення,Предположение,Supuesto,2022-10-25 21:09:54,2022-10-25 21:09:54
342,Atmosphere,Атмосфера,Атмосфера,Ambiente,2022-10-25 21:09:54,2022-10-25 21:09:54
343,Attempt,Спроба,Попытка,Intento,2022-10-25 21:09:54,2022-10-25 21:09:54
344,Attention,Увага,Внимание,Atención,2022-10-25 21:09:54,2022-10-25 21:09:54
345,Attitude,Ставлення,Отношение,Actitud,2022-10-25 21:09:54,2022-10-25 21:09:54
346,Audience,Аудиторія,Аудитория,Audiencia,2022-10-25 21:09:54,2022-10-25 21:09:54
347,Aunt,Тітка,Тетя,Tía,2022-10-25 21:09:54,2022-10-25 21:09:54
348,Average,Середній,Средний,Promedio,2022-10-25 21:09:54,2022-10-25 21:09:54
349,Awareness,Поінформованість,Осведомленность,Conciencia,2022-10-25 21:09:54,2022-10-25 21:09:54
350,Back,Назад,Назад,Atrás,2022-10-25 21:09:54,2022-10-25 21:09:54
351,Bad,Поганий,Плохой,Malo,2022-10-25 21:09:54,2022-10-25 21:09:54
352,Balance,Баланс,Баланс,Equilibrio,2022-10-25 21:09:54,2022-10-25 21:09:54
353,Ball,М'яч,Мяч,Pelota,2022-10-25 21:09:54,2022-10-25 21:09:54
354,Bank,Банк,Банк,Banco,2022-10-25 21:09:54,2022-10-25 21:09:54
355,Baseball,Бейсбол,Бейсбол,Béisbol,2022-10-25 21:09:54,2022-10-25 21:09:54
356,Basis,Основа,Основа,Base,2022-10-25 21:09:54,2022-10-25 21:09:54
357,Basket,Кошик,Корзина,Cesta,2022-10-25 21:09:54,2022-10-25 21:09:54
358,Bath,Ванна,Ванна,Baño,2022-10-25 21:09:54,2022-10-25 21:09:54
359,Bathroom,Ванна Кімната,Ванная Комната,Baño,2022-10-25 21:09:54,2023-03-06 13:20:15
360,Bedroom,Спальня,Спальня,Dormitorio,2022-10-25 21:09:54,2022-10-25 21:09:54
361,Beer,Пиво,Пиво,Cerveza,2022-10-25 21:09:54,2022-10-25 21:09:54
362,Beginning,Початок,Начало,Comienzo,2022-10-25 21:09:54,2022-10-25 21:09:54
363,Benefit,Перевага,Преимущество,Beneficio,2022-10-25 21:09:54,2022-10-25 21:09:54
364,Bird,Птах,Птица,Pájaro,2022-10-25 21:09:54,2022-10-25 21:09:54
365,Birth,Народження,Рождение,Nacimiento,2022-10-25 21:09:54,2022-10-25 21:09:54
366,Birthday,День Народження,День Рождения,Cumpleaños,2022-10-25 21:09:54,2023-03-06 13:20:15
367,Bit,Біт,Бит,Bit,2022-10-25 21:09:54,2022-10-25 21:09:54
368,Blood,Кров,Кровь,Sangre,2022-10-25 21:09:54,2022-10-25 21:09:54
369,Board,Дошка,Доска,Tablero,2022-10-25 21:09:54,2022-10-25 21:09:54
370,Boat,Човен,Лодка,Barco,2022-10-25 21:09:54,2022-10-25 21:09:54
371,Body,Тіло,Тело,Cuerpo,2022-10-25 21:09:54,2022-10-25 21:09:54
372,Bonus,Бонус,Бонус,Bonificación,2022-10-25 21:09:54,2022-10-25 21:09:54
373,Book,Книга,Книга,Libro,2022-10-25 21:09:54,2022-10-25 21:09:54
374,Boss,Бос,Босс,Jefe,2022-10-25 21:09:54,2022-10-25 21:09:54
375,Bottom,Дно,Дно,Fondo,2022-10-25 21:09:54,2022-10-25 21:09:54
376,Box,Коробка,Коробка,Caja,2022-10-25 21:09:54,2022-10-25 21:09:54
377,Boy,Хлопчик,Мальчик,Niño,2022-10-25 21:09:54,2022-10-25 21:09:54
378,Boyfriend,Хлопець,Парень,Novio,2022-10-25 21:09:54,2022-10-25 21:09:54
379,Bread,Хліб,Хлеб,Pan,2022-10-25 21:09:54,2022-10-25 21:09:54
380,Breath,Дихання,Дыхание,Aliento,2022-10-25 21:09:54,2022-10-25 21:09:54
381,Brother,Брат,Брат,Hermano,2022-10-25 21:09:54,2022-10-25 21:09:54
382,Building,Будівля,Здание,Edificio,2022-10-25 21:09:54,2022-10-25 21:09:54
383,Bus,Автобус,Автобус,Autobús,2022-10-25 21:09:54,2022-10-25 21:09:54
384,Business,Бізнес,Бизнес,Negocio,2022-10-25 21:09:54,2022-10-25 21:09:54
385,Buyer,Покупець,Покупатель,Comprador,2022-10-25 21:09:54,2022-10-25 21:09:54
386,Cabinet,Кабінет,Кабинет,Gabinete,2022-10-25 21:09:54,2022-10-25 21:09:54
387,Camera,Камера,Камера,Cámara,2022-10-25 21:09:54,2022-10-25 21:09:54
388,Cancer,Рак,Рак,Cáncer,2022-10-25 21:09:54,2022-10-25 21:09:54
389,Candidate,Кандидат,Кандидат,Candidato,2022-10-25 21:09:54,2022-10-25 21:09:54
390,Capital,Столиця,Столица,Capital,2022-10-25 21:09:54,2022-10-25 21:09:54
391,Car,Автомобіль,Автомобиль,Coche,2022-10-25 21:09:54,2022-10-25 21:09:54
392,Card,Карта,Карта,Tarjeta,2022-10-25 21:09:54,2022-10-25 21:09:54
393,Career,Кар'єра,Карьера,Carrera,2022-10-25 21:09:54,2022-10-25 21:09:54
394,Case,Справа,Дело,Estuche,2022-10-25 21:09:54,2022-10-25 21:09:54
395,Cash,Готівка,Наличные,Efectivo,2022-10-25 21:09:54,2022-10-25 21:09:54
396,Cat,Кішка,Кошка,Gato,2022-10-25 21:09:54,2022-10-25 21:09:54
397,Category,Категорія,Категория,Categoría,2022-10-25 21:09:54,2022-10-25 21:09:54
398,Celebration,Святкування,Празднование,Celebración,2022-10-25 21:09:54,2022-10-25 21:09:54
399,Cell,Осередок,Ячейка,Célula,2022-10-25 21:09:54,2022-10-25 21:09:54
400,Championship,Чемпіонат,Чемпионат,Campeonato,2022-10-25 21:09:54,2022-10-25 21:09:54
401,Chance,Шанс,Шанс,Oportunidad,2022-10-25 21:09:54,2022-10-25 21:09:54
402,Chapter,Глава,Глава,Capítulo,2022-10-25 21:09:54,2022-10-25 21:09:54
403,Charity,Благодійність,Благотворительность,Caridad,2022-10-25 21:09:54,2022-10-25 21:09:54
404,Cheek,Щока,Щека,Mejilla,2022-10-25 21:09:54,2022-10-25 21:09:54
405,Chemistry,Хімія,Химия,Química,2022-10-25 21:09:54,2022-10-25 21:09:54
406,Chest,Груди,Грудь,Pecho,2022-10-25 21:09:54,2022-10-25 21:09:54
407,Chicken,Курка,Курица,Pollo,2022-10-25 21:09:54,2022-10-25 21:09:54
408,Child,Дитина,Ребенок,Niño,2022-10-25 21:09:54,2022-10-25 21:09:54
409,Childhood,Дитинство,Детство,Infancia,2022-10-25 21:09:54,2022-10-25 21:09:54
410,Chocolate,Шоколад,Шоколад,Chocolate,2022-10-25 21:09:54,2022-10-25 21:09:54
411,Choice,Вибір,Выбор,Opción,2022-10-25 21:09:54,2022-10-25 21:09:54
412,Church,Церква,Церковь,Iglesia,2022-10-25 21:09:54,2022-10-25 21:09:54
413,Cigarette,Цигарки,Сигареты,Cigarrillo,2022-10-25 21:09:54,2022-10-25 21:09:54
414,City,Місто,Город,Ciudad,2022-10-25 21:09:54,2022-10-25 21:09:54
415,Class,Клас,Класс,Clase,2022-10-25 21:09:54,2022-10-25 21:09:54
416,Classroom,Клас,Класс,Aula,2022-10-25 21:09:54,2022-10-25 21:09:54
417,Client,Клієнт,Клиент,Cliente,2022-10-25 21:09:54,2022-10-25 21:09:54
418,Climate,Клімат,Климат,Clima,2022-10-25 21:09:54,2022-10-25 21:09:54
419,Clothes,Одяг,Одежда,Ropa,2022-10-25 21:09:54,2022-10-25 21:09:54
420,Coast,Узбережжя,Побережье,Costa,2022-10-25 21:09:54,2022-10-25 21:09:54
421,Coffee,Кава,Кофе,Café,2022-10-25 21:09:54,2022-10-25 21:09:54
422,Collection,Колекція,Коллекция,Colección,2022-10-25 21:09:54,2022-10-25 21:09:54
423,College,Коледж,Колледж,Universidad,2022-10-25 21:09:54,2022-10-25 21:09:54
424,Combination,Комбінація,Комбинация,Combinación,2022-10-25 21:09:54,2022-10-25 21:09:54
425,Committee,Комітет,Комитет,Comité,2022-10-25 21:09:54,2022-10-25 21:09:54
426,Communication,Зв'язок,Связь,Comunicación,2022-10-25 21:09:54,2022-10-25 21:09:54
427,Community,Спільнота,Сообщество,Comunidad,2022-10-25 21:09:54,2022-10-25 21:09:54
428,Company,Компанія,Компания,Empresa,2022-10-25 21:09:54,2022-10-25 21:09:54
429,Comparison,Порівняння,Сравнение,Comparación,2022-10-25 21:09:54,2022-10-25 21:09:54
430,Competition,Конкурс,Конкурс,Competencia,2022-10-25 21:09:54,2022-10-25 21:09:54
431,Complaint,Скарга,Жалоба,Queja,2022-10-25 21:09:54,2022-10-25 21:09:54
432,Computer,Комп'ютер,Компьютер,Computadora,2022-10-25 21:09:54,2022-10-25 21:09:54
433,Concept,Концепція,Концепция,Concepto,2022-10-25 21:09:54,2022-10-25 21:09:54
434,Conclusion,Висновок,Заключение,Conclusión,2022-10-25 21:09:54,2022-10-25 21:09:54
435,Condition,Стан,Состояние,Condición,2022-10-25 21:09:54,2022-10-25 21:09:54
436,Confusion,Плутанина,Путаница,Confusión,2022-10-25 21:09:54,2022-10-25 21:09:54
437,Connection,З'єднання,Соединение,Conexión,2022-10-25 21:09:54,2022-10-25 21:09:54
438,Consequence,Наслідок,Последствие,Consecuencia,2022-10-25 21:09:54,2022-10-25 21:09:54
439,Construction,Будівництво,Строительство,Construcción,2022-10-25 21:09:54,2022-10-25 21:09:54
440,Contact,Контакт,Контакт,Contacto,2022-10-25 21:09:54,2022-10-25 21:09:54
441,Context,Контекст,Контекст,Contexto,2022-10-25 21:09:54,2022-10-25 21:09:54
442,Contract,Договір,Ко Ntract,Co Ntract,2022-10-25 21:09:54,2023-03-06 13:17:25
443,Contribution,Внесок,Вклад,Contribución,2022-10-25 21:09:54,2023-03-06 13:20:15
444,Conversation,Розмова,Разговор,Conversación,2022-10-25 21:09:54,2023-03-06 13:20:15
445,Cookie,Печиво,Печенье,Cookie,2022-10-25 21:09:54,2023-03-06 13:20:15
446,Country,Країна,Страна,País,2022-10-25 21:09:54,2023-03-06 13:20:15
447,County,Округ,Округ,Condado,2022-10-25 21:09:54,2023-03-06 13:20:15
448,Courage,Мужність,Мужество,Coraje,2022-10-25 21:09:54,2023-03-06 13:20:15
449,Course,Курс,Курс,Curso,2022-10-25 21:09:54,2023-03-06 13:20:15
450,Cousin,Двоюрідний Брат,Двоюродный Брат,Primo,2022-10-25 21:09:54,2023-03-06 13:20:15
451,Craft,Ремесло,Ремесло,Artesanía,2022-10-25 21:09:54,2023-03-06 13:20:15
452,Credit,Кредит,Кредит,Crédito,2022-10-25 21:09:54,2023-03-06 13:20:15
453,Criticism,Критика,Критика,Crítica,2022-10-25 21:09:54,2023-03-06 13:20:15
454,Culture,Культура,Культура,Cultura,2022-10-25 21:09:54,2023-03-06 13:20:15
455,Currency,Валюта,Валюта,Moneda,2022-10-25 21:09:54,2023-03-06 13:20:15
456,Customer,Клієнт,Клиент,Cliente,2022-10-25 21:09:54,2023-03-06 13:20:15
457,Cycle,Цикл,Цикл,Ciclo,2022-10-25 21:09:54,2023-03-06 13:20:15
458,Dad,Тато,Папа,Papá,2022-10-25 21:09:54,2023-03-06 13:20:15
459,Data,Дані,Данные,Datos,2022-10-25 21:09:54,2023-03-06 13:20:15
460,Database,База Даних,База Данных,Base De Datos,2022-10-25 21:09:54,2023-03-06 13:20:15
461,Date,Дата,Дата,Fecha,2022-10-25 21:09:54,2023-03-06 13:20:15
462,Day,День,День,Día,2022-10-25 21:09:54,2023-03-06 13:20:15
463,Dealer,Дилер,Дилер,Distribuidor,2022-10-25 21:09:54,2023-03-06 13:20:15
464,Death,Смерть,Смерть,Muerte,2022-10-25 21:09:54,2023-03-06 13:20:15
465,Debt,Борг,Долг,Deuda,2022-10-25 21:09:54,2023-03-06 13:20:15
466,Decision,Рішення,Решение,Decisión,2022-10-25 21:09:54,2023-03-06 13:20:15
467,Definition,Визначення,Определение,Definición,2022-10-25 21:09:54,2022-10-25 21:09:54
468,Delivery,Доставка,Доставка,Entrega,2022-10-25 21:09:54,2022-10-25 21:09:54
469,Demand,Попит,Спрос,Demanda,2022-10-25 21:09:54,2022-10-25 21:09:54
470,Department,Відділ,Отдел,Departamento,2022-10-25 21:09:54,2022-10-25 21:09:54
471,Departure,Від'їзд,Отъезд,Salida,2022-10-25 21:09:54,2022-10-25 21:09:54
472,Depression,Депресія,Депрессия,Depresión,2022-10-25 21:09:54,2022-10-25 21:09:54
473,Depth,Глибина,Глубина,Profundidad,2022-10-25 21:09:54,2022-10-25 21:09:54
474,Description,Опис,Описание,Descripción,2022-10-25 21:09:54,2022-10-25 21:09:54
475,Design,Дизайн,Дизайн,Diseño,2022-10-25 21:09:54,2022-10-25 21:09:54
476,Desk,Стіл,Стол,Escritorio,2022-10-25 21:09:54,2022-10-25 21:09:54
477,Development,Розробка,Разработка,Desarrollo,2022-10-25 21:09:54,2022-10-25 21:09:54
478,Device,Пристрій,Устройство,Dispositivo,2022-10-25 21:09:54,2022-10-25 21:09:54
479,Diamond,Діамант,Алмаз,Diamante,2022-10-25 21:09:54,2022-10-25 21:09:54
480,Difference,Різниця,Разница,Diferencia,2022-10-25 21:09:54,2022-10-25 21:09:54
481,Difficulty,Складність,Сложность,Dificultad,2022-10-25 21:09:54,2022-10-25 21:09:54
482,Dinner,Вечеря,Ужин,Cena,2022-10-25 21:09:54,2022-10-25 21:09:54
483,Direction,Напрямок,Направление,Dirección,2022-10-25 21:09:54,2022-10-25 21:09:54
484,Director,Директор,Директор,Director,2022-10-25 21:09:54,2022-10-25 21:09:54
485,Dirt,Бруд,Грязь,Suciedad,2022-10-25 21:09:54,2022-10-25 21:09:54
486,Disaster,Лихо,Бедствие,Desastre,2022-10-25 21:09:54,2022-10-25 21:09:54
487,Discipline,Дисципліна,Дисциплина,Disciplina,2022-10-25 21:09:54,2022-10-25 21:09:54
488,Discussion,Обговорення,Обсуждение,Discusión,2022-10-25 21:09:54,2022-10-25 21:09:54
489,Disease,Хвороба,Болезнь,Enfermedad,2022-10-25 21:09:54,2022-10-25 21:09:54
490,Disk,Диск,Диск,Disco,2022-10-25 21:09:54,2022-10-25 21:09:54
491,Distribution,Розподіл,Распределение,Distribución,2022-10-25 21:09:54,2022-10-25 21:09:54
492,Dog,Собака,Собака,Perro,2022-10-25 21:09:54,2022-10-25 21:09:54
493,Drama,Драма,Драма,Drama,2022-10-25 21:09:54,2023-03-06 13:20:15
494,Drawer,Скринька,Ящик,Cajón,2022-10-25 21:09:54,2023-03-06 13:20:15
495,Drawing,Малюнок,Рисунок,Dibujo,2022-10-25 21:09:54,2023-03-06 13:20:15
496,Driver,Водій,Водитель,Conductor,2022-10-25 21:09:54,2023-03-06 13:20:15
497,Ear,Вухо,Ухо,Oreja,2022-10-25 21:09:54,2023-03-06 13:20:15
498,Earth,Земля,Земля,Tierra,2022-10-25 21:09:54,2023-03-06 13:20:15
499,Economics,Економіка,Экономика,Economía,2022-10-25 21:09:54,2023-03-06 13:20:15
500,Economy,Економіка,Экономика,Economía,2022-10-25 21:09:54,2023-03-06 13:20:15
501,Editor,Редактор,Редактор,Editor,2022-10-25 21:09:54,2023-03-06 13:20:15
502,Education,Освіта,Образование,Educación,2022-10-25 21:09:54,2023-03-06 13:20:15
503,Effect,Ефект,Эффект,Efecto,2022-10-25 21:09:54,2023-03-06 13:20:15
504,Efficiency,Ефективність,Эффективность,Eficiencia,2022-10-25 21:09:54,2023-03-06 13:20:15
505,Effort,Зусилля,Усилие,Esfuerzo,2022-10-25 21:09:54,2023-03-06 13:20:15
506,Egg,Яйце,Яйцо,Huevo,2022-10-25 21:09:54,2023-03-06 13:20:15
507,Election,Вибори,Выборы,Elección,2022-10-25 21:09:54,2023-03-06 13:20:15
508,Elevator,Ліфт,Лифт,Ascensor,2022-10-25 21:09:54,2023-03-06 13:20:15
509,Emotion,Емоції,Эмоции,Emoción,2022-10-25 21:09:55,2023-03-06 13:20:15
510,Emphasis,Акцент,Акцент,Énfasis,2022-10-25 21:09:55,2023-03-06 13:20:15
511,Employee,Співробітник,Сотрудник,Empleado,2022-10-25 21:09:55,2023-03-06 13:20:15
512,Employer,Роботодавець,Работодатель,Empleador,2022-10-25 21:09:55,2023-03-06 13:20:15
513,Employment,Зайнятість,Занятость,Empleo,2022-10-25 21:09:55,2023-03-06 13:20:15
514,End,Кінець,Конец,Fin,2022-10-25 21:09:55,2023-03-06 13:20:15
515,Energy,Енергія,Энергия,Energía,2022-10-25 21:09:55,2023-03-06 13:20:15
516,Engine,Двигун,Двигатель,Motor,2022-10-25 21:09:55,2023-03-06 13:20:15
517,Entertainment,Розваги,Развлечения,Entretenimiento,2022-10-25 21:09:55,2022-10-25 21:09:55
518,Enthusiasm,Ентузіазм,Энтузиазм,Entusiasmo,2022-10-25 21:09:55,2022-10-25 21:09:55
519,Entry,Вхід,Вход,Entrada,2022-10-25 21:09:55,2022-10-25 21:09:55
520,Environment,Навколишнє Середовище,Окружающая Среда,Entorno,2022-10-25 21:09:55,2023-03-06 13:20:15
521,Equipment,Обладнання,Оборудование,Equipo,2022-10-25 21:09:55,2022-10-25 21:09:55
522,Error,Помилка,Ошибка,Error,2022-10-25 21:09:55,2022-10-25 21:09:55
523,Establishment,Установа,Учреждение,Establecimiento,2022-10-25 21:09:55,2022-10-25 21:09:55
524,Estate,Нерухомість,Недвижимость,Establecimiento,2022-10-25 21:09:55,2022-10-25 21:09:55
525,Event,Подія,Событие,Evento,2022-10-25 21:09:55,2022-10-25 21:09:55
526,Exam,Іспит,Экзамен,Examen,2022-10-25 21:09:55,2022-10-25 21:09:55
527,Examination,Експертиза,Экспертиза,Examen,2022-10-25 21:09:55,2022-10-25 21:09:55
528,Example,Приклад,Пример,Ejemplo,2022-10-25 21:09:55,2022-10-25 21:09:55
529,Exchange,Обмін,Обмен,Intercambio,2022-10-25 21:09:55,2022-10-25 21:09:55
530,Excitement,Хвилювання,Волнение,Entusiasmo,2022-10-25 21:09:55,2022-10-25 21:09:55
531,Explanation,Пояснення,Объяснение,Explicación,2022-10-25 21:09:55,2022-10-25 21:09:55
532,Expression,Вираз,Выражение,Expresión,2022-10-25 21:09:55,2022-10-25 21:09:55
533,Extent,Ступінь,Степень,Extensión,2022-10-25 21:09:55,2022-10-25 21:09:55
534,Eye,Око,Глаз,Ojo,2022-10-25 21:09:55,2022-10-25 21:09:55
535,Fact,Факт,Факт,Hecho,2022-10-25 21:09:55,2022-10-25 21:09:55
536,Failure,Відмова,Отказ,Falla,2022-10-25 21:09:55,2022-10-25 21:09:55
537,Family,Сім'я,Семья,Familia,2022-10-25 21:09:55,2022-10-25 21:09:55
538,Farmer,Фермер,Фермер,Agricultor,2022-10-25 21:09:55,2022-10-25 21:09:55
539,Fat,Жир,Жир,Grasa,2022-10-25 21:09:55,2022-10-25 21:09:55
540,Feature,Характеристика,Характеристика,Característica,2022-10-25 21:09:55,2022-10-25 21:09:55
541,Feedback,Зворотний Зв'язок,Обратная Связь,Retroalimentación,2022-10-25 21:09:55,2023-03-06 13:20:15
542,Field,Поле,Поле,Campo,2022-10-25 21:09:55,2022-10-25 21:09:55
543,Figure,Малюнок,Рисунок,Figura,2022-10-25 21:09:55,2022-10-25 21:09:55
544,Film,Фільм,Фильм,Película,2022-10-25 21:09:55,2022-10-25 21:09:55
545,Finding,Пошук,Поиск,Hallazgo,2022-10-25 21:09:55,2022-10-25 21:09:55
546,Fire,Вогонь,Огонь,Fuego,2022-10-25 21:09:55,2022-10-25 21:09:55
547,Fish,Риба,Рыба,Pescado,2022-10-25 21:09:55,2022-10-25 21:09:55
548,Flight,Політ,Полет,Vuelo,2022-10-25 21:09:55,2022-10-25 21:09:55
549,Focus,Фокус,Фокус,Foco,2022-10-25 21:09:55,2022-10-25 21:09:55
550,Food,Їжа,Еда,Comida,2022-10-25 21:09:55,2022-10-25 21:09:55
551,Football,Футбол,Футбол,Fútbol,2022-10-25 21:09:55,2022-10-25 21:09:55
552,Force,Сила,Сила,​​Fuerza,2022-10-25 21:09:55,2022-10-25 21:09:55
553,Fortune,Фортуна,Фортуна,Fortuna,2022-10-25 21:09:55,2022-10-25 21:09:55
554,Foundation,Фонд,Фонд,Fundación,2022-10-25 21:09:55,2022-10-25 21:09:55
555,Frame,Кадр,Кадр,Marco,2022-10-25 21:09:55,2022-10-25 21:09:55
556,Freedom,Свобода,Свобода,Libertad,2022-10-25 21:09:55,2022-10-25 21:09:55
557,Friendship,Дружба,Дружба,Amistad,2022-10-25 21:09:55,2022-10-25 21:09:55
558,Fun,Веселощі,Веселье,Diversión,2022-10-25 21:09:55,2022-10-25 21:09:55
559,Funeral,Похорон,Похороны,Funeral,2022-10-25 21:09:55,2022-10-25 21:09:55
560,Future,Майбутнє,Будущее,Futuro,2022-10-25 21:09:55,2022-10-25 21:09:55
561,Game,Гра,Игра,Juego,2022-10-25 21:09:55,2022-10-25 21:09:55
562,Garbage,Сміття,Мусор,Basura,2022-10-25 21:09:55,2022-10-25 21:09:55
563,Garden,Сад,Сад,Jardín,2022-10-25 21:09:55,2022-10-25 21:09:55
564,Gate,Ворота,Ворота,Puerta,2022-10-25 21:09:55,2022-10-25 21:09:55
565,Gene,Джин,Джин,Gen,2022-10-25 21:09:55,2022-10-25 21:09:55
566,Gift,Подарунок,Подарок,Regalo,2022-10-25 21:09:55,2022-10-25 21:09:55
567,Girl,Дівчина,Девушка,Chica,2022-10-25 21:09:55,2022-10-25 21:09:55
568,Girlfriend,Подруга,Подруга,Novia,2022-10-25 21:09:55,2022-10-25 21:09:55
569,Goal,Мета,Цель,Meta,2022-10-25 21:09:55,2022-10-25 21:09:55
570,Government,Уряд,Правительство,Gobierno,2022-10-25 21:09:55,2022-10-25 21:09:55
571,Grandmother,Бабуся,Бабушка,Abuela,2022-10-25 21:09:55,2022-10-25 21:09:55
572,Grocery,Бакалея,Бакалея,Supermercado,2022-10-25 21:09:55,2022-10-25 21:09:55
573,Group,Група,Группа,Grupo,2022-10-25 21:09:55,2022-10-25 21:09:55
574,Growth,Зростання,Рост,Crecimiento,2022-10-25 21:09:55,2022-10-25 21:09:55
575,Guest,Гість,Гость,Invitado,2022-10-25 21:09:55,2022-10-25 21:09:55
576,Guidance,Керівництво,Руководство,Orientación,2022-10-25 21:09:55,2022-10-25 21:09:55
577,Guide,Гід,Гид,Guía,2022-10-25 21:09:55,2022-10-25 21:09:55
578,Guitar,Гітара,Гитара,Guitarra,2022-10-25 21:09:55,2022-10-25 21:09:55
579,Hair,Волоси,Волосы,Pelo,2022-10-25 21:09:55,2022-10-25 21:09:55
580,Half,Половина,Половина,Mitad,2022-10-25 21:09:55,2022-10-25 21:09:55
581,Hall,Зал,Зал,Sala,2022-10-25 21:09:55,2022-10-25 21:09:55
582,Hand,Рука,Рука,Mano,2022-10-25 21:09:55,2022-10-25 21:09:55
583,Hat,Капелюх,Шляпа,Sombrero,2022-10-25 21:09:55,2022-10-25 21:09:55
